author,date,content
Sxkurablossom,"May 22, 2023, 11:55 am ",this chat is dead now
ruby_x1,"May 22, 2023, 11:56 am ",>1460 AClown:  ohhhh-
SilverBishop,"May 22, 2023, 11:56 am ",Very
Sxkurablossom,"Edited: May 22, 2023, 11:58 am ",This message has been deleted by its author.
SilverBishop,"May 22, 2023, 11:57 am ",Hm???
Gracie_Freeman,"May 22, 2023, 11:58 am ",uhhhh hi im bk and i have no idea what i just walked into
SilverBishop,"May 22, 2023, 12:01 pm ",Nothing much honestly there just talking about girl kinks-
Gracie_Freeman,"May 22, 2023, 12:02 pm ",ohk
AClown,"Edited: May 22, 2023, 12:02 pm ",bro- that's weird-/hj/j
ruby_x1,"Edited: Jun 15, 2023, 8:48 pm ",This message has been deleted by its author.
ruby_x1,"Edited: Jun 15, 2023, 8:48 pm ",This message has been deleted by its author.
SilverBishop,"May 22, 2023, 12:03 pm ",I myself don't even know what kinks I'm really into XD
AClown,"May 22, 2023, 12:04 pm ",>1475 SilverBishop:  SAME-
ruby_x1,"May 22, 2023, 12:05 pm ",there's so many..
Gracie_Freeman,"May 22, 2023, 12:05 pm ",silver i accidentally pressed reload
Gracie_Freeman,"May 22, 2023, 12:08 pm ",Damn
ruby_x1,"May 22, 2023, 12:08 pm ",now the chat is dead
SilverBishop,"May 22, 2023, 12:09 pm ",Major L Gracie
Holypochita,"Edited: May 22, 2023, 12:35 pm ",This message has been deleted by its author.
Gracie_Freeman,"May 22, 2023, 12:10 pm ",Silver i didnt mean to disconnect im sorry
ruby_x1,"May 22, 2023, 12:10 pm ",>1482 Holypochita:  ....?
SilverBishop,"May 22, 2023, 12:10 pm ",Sorry? For what-?
ruby_x1,"Edited: Jun 15, 2023, 8:47 pm ",This message has been deleted by its author.
Gracie_Freeman,"May 22, 2023, 12:12 pm ",disconnecting. are you still online
Holypochita,"Edited: May 22, 2023, 12:35 pm ",This message has been deleted by its author.
SilverBishop,"May 22, 2023, 12:12 pm ",>1487 Gracie_Freeman:  mhm
ruby_x1,"May 22, 2023, 12:14 pm ",>1488 Holypochita:  are you trying to catch up?
Holypochita,"May 22, 2023, 12:15 pm ",>1490 ruby_x1:  i just did
ruby_x1,"Edited: Jun 15, 2023, 8:48 pm ",This message has been deleted by its author.
SilverBishop,"May 22, 2023, 12:18 pm ",When I get my phone back I'm planning on making a chat for use all on discord if you don't have me added my discord is thegreatWINNING#3036 :)
Holypochita,"Edited: May 22, 2023, 12:35 pm ",This message has been deleted by its author.
ruby_x1,"May 22, 2023, 12:50 pm ",">1494 Holypochita:  oh okay then its fine if u don't wanna talk abt it, nvm"
SilverBishop,"May 22, 2023, 12:53 pm ",SOMEONE IS USING MY NAME ON BOGER TO HATE ON PEOPLE_
ruby_x1,"May 22, 2023, 12:56 pm ",I think that person envys you
ruby_x1,"May 22, 2023, 12:57 pm ",*envies
SilverBishop,"May 22, 2023, 12:57 pm ",ONG
ruby_x1,"May 22, 2023, 12:59 pm ",1500!!
